house,battery,distance,max_output_house,current_capacity_battery
"(11, {1: 19, 2: 25, 3: 30, 4: 41, 5: 51})",1,19,40.20336825,706.58338438
"(131, {1: 21, 2: 25, 3: 34, 4: 21, 5: 47})",2,25,63.13649746,685.45554399
"(138, {1: 28, 2: 34, 3: 23, 4: 50, 5: 58})",3,23,70.34144168,707.4478084
"(51, {1: 27, 2: 25, 3: 34, 4: 21, 5: 47})",4,21,60.96696147,737.63182394
"(90, {1: 53, 2: 57, 3: 66, 4: 53, 5: 15})",5,15,74.82543524,735.1346168000001
"(20, {1: 21, 2: 25, 3: 34, 4: 23, 5: 47})",1,21,29.92408755,736.50747193
"(148, {1: 21, 2: 25, 3: 34, 4: 33, 5: 47})",2,25,66.78438663,752.23993062
"(7, {1: 27, 2: 33, 3: 24, 4: 49, 5: 57})",3,24,52.43116675,759.87897515
"(3, {1: 43, 2: 37, 3: 48, 4: 21, 5: 47})",4,21,39.82123377,777.45305771
"(28, {1: 58, 2: 62, 3: 71, 4: 58, 5: 16})",5,16,29.83002147,764.9646382700001
"(6, {1: 22, 2: 28, 3: 33, 4: 44, 5: 48})",1,22,62.14055349,798.64802542
"(118, {1: 24, 2: 26, 3: 35, 4: 22, 5: 46})",2,26,26.81272998,779.0526606
"(128, {1: 31, 2: 37, 3: 26, 4: 53, 5: 55})",3,26,33.61818802,793.49716317
"(86, {1: 32, 2: 26, 3: 37, 4: 22, 5: 46})",4,22,30.57764452,808.0307022300001
"(91, {1: 51, 2: 55, 3: 64, 4: 51, 5: 17})",5,17,34.78697213,799.7516104000001
"(77, {1: 23, 2: 27, 3: 36, 4: 39, 5: 45})",1,23,57.15314373,855.80116915
"(94, {1: 24, 2: 28, 3: 37, 4: 24, 5: 44})",2,28,29.26065385,808.31331445
"(53, {1: 31, 2: 37, 3: 28, 4: 53, 5: 53})",3,28,70.02856894,863.52573211
"(70, {1: 38, 2: 32, 3: 43, 4: 22, 5: 46})",4,22,66.07952654,874.11022877
"(80, {1: 61, 2: 65, 3: 74, 4: 61, 5: 17})",5,17,47.17876571,846.9303761100001
"(2, {1: 24, 2: 28, 3: 37, 4: 26, 5: 44})",1,24,66.13020717,921.93137632
"(124, {1: 32, 2: 28, 3: 37, 4: 24, 5: 44})",2,28,41.46231813,849.77563258
"(29, {1: 33, 2: 39, 3: 32, 4: 55, 5: 49})",3,32,74.15296092,937.67869303
"(75, {1: 29, 2: 29, 3: 38, 4: 25, 5: 43})",4,25,40.72933179,914.8395605600001
"(92, {1: 49, 2: 53, 3: 62, 4: 49, 5: 19})",5,19,46.65642768,893.5868037900001
"(139, {1: 26, 2: 30, 3: 39, 4: 26, 5: 42})",1,26,52.07076394,974.00214026
"(98, {1: 27, 2: 31, 3: 40, 4: 27, 5: 41})",2,31,33.30314048,883.07877306
"(46, {1: 35, 2: 41, 3: 32, 4: 57, 5: 49})",3,32,44.75870431,982.43739734
"(107, {1: 27, 2: 31, 3: 40, 4: 27, 5: 41})",4,27,62.33504063,977.1746011900001
"(10, {1: 48, 2: 52, 3: 61, 4: 48, 5: 20})",5,20,65.00367928,958.5904830700001
"(149, {1: 27, 2: 31, 3: 40, 4: 27, 5: 41})",1,27,56.65609954,1030.6582398
"(34, {1: 30, 2: 34, 3: 43, 4: 30, 5: 38})",2,34,62.0133643,945.09213736
"(55, {1: 39, 2: 45, 3: 34, 4: 61, 5: 47})",3,34,31.03872389,1013.47612123
"(132, {1: 49, 2: 43, 3: 54, 4: 27, 5: 51})",4,27,38.24420236,1015.4188035500001
"(5, {1: 50, 2: 54, 3: 63, 4: 50, 5: 20})",5,20,62.43058175,1021.0210648200001
"(57, {1: 29, 2: 35, 3: 38, 4: 51, 5: 43})",1,29,63.87594515,1094.53418495
"(100, {1: 32, 2: 34, 3: 43, 4: 30, 5: 38})",2,34,39.37298309,984.4651204500001
"(8, {1: 36, 2: 42, 3: 37, 4: 58, 5: 44})",3,37,30.48448777,1043.960609
"(68, {1: 48, 2: 42, 3: 53, 4: 28, 5: 50})",4,28,35.97663002,1051.39543357
"(62, {1: 47, 2: 51, 3: 60, 4: 47, 5: 21})",5,21,65.6434655,1086.66453032
"(136, {1: 31, 2: 35, 3: 44, 4: 31, 5: 37})",1,31,29.1671214,1123.70130635
"(104, {1: 39, 2: 35, 3: 44, 4: 31, 5: 41})",2,35,26.65336877,1011.1184892200001
"(52, {1: 43, 2: 49, 3: 38, 4: 65, 5: 43})",3,38,45.9393011,1089.8999101
"(99, {1: 47, 2: 41, 3: 52, 4: 29, 5: 49})",4,29,70.41480105,1121.81023462
"(93, {1: 47, 2: 51, 3: 60, 4: 47, 5: 21})",5,21,60.03957103,1146.70410135
"(88, {1: 32, 2: 36, 3: 45, 4: 32, 5: 36})",1,32,38.69411298,1162.39541933
"(133, {1: 32, 2: 36, 3: 45, 4: 32, 5: 36})",2,36,76.1538049,1087.2722941200002
"(134, {1: 41, 2: 47, 3: 40, 4: 63, 5: 41})",3,40,43.28587772,1133.1857878199999
"(26, {1: 33, 2: 37, 3: 46, 4: 33, 5: 35})",4,33,61.05026554,1182.8605001600001
"(147, {1: 53, 2: 57, 3: 66, 4: 53, 5: 21})",5,21,71.35472201,1218.05882336
"(39, {1: 34, 2: 38, 3: 47, 4: 34, 5: 34})",1,34,45.33453242,1207.72995175
"(69, {1: 34, 2: 38, 3: 47, 4: 54, 5: 34})",2,38,57.19809379,1144.4703879100002
"(141, {1: 46, 2: 52, 3: 41, 4: 68, 5: 46})",3,41,29.86780761,1163.0535954299999
"(50, {1: 35, 2: 39, 3: 48, 4: 35, 5: 33})",4,35,55.74063546,1238.6011356200002
"(4, {1: 45, 2: 49, 3: 58, 4: 45, 5: 23})",5,23,46.4333204,1264.4921437599999
"(30, {1: 36, 2: 40, 3: 49, 4: 36, 5: 32})",1,36,68.6532457,1276.3831974500001
"(84, {1: 36, 2: 40, 3: 49, 4: 36, 5: 32})",2,40,55.75694271,1200.2273306200002
"(74, {1: 36, 2: 42, 3: 43, 4: 58, 5: 38})",3,43,38.37311881,1201.42671424
"(54, {1: 36, 2: 40, 3: 49, 4: 36, 5: 36})",4,36,26.27681146,1264.8779470800002
"(25, {1: 45, 2: 49, 3: 58, 4: 45, 5: 23})",5,23,70.21473166,1334.70687542
"(36, {1: 36, 2: 40, 3: 49, 4: 52, 5: 32})",1,36,52.08494864,1328.4681460900001
"(116, {1: 37, 2: 41, 3: 50, 4: 37, 5: 31})",2,41,33.96614241,1234.1934730300002
"(111, {1: 40, 2: 46, 3: 43, 4: 62, 5: 38})",3,43,58.40033018,1259.82704442
"(140, {1: 38, 2: 42, 3: 51, 4: 38, 5: 30})",4,38,63.12900053,1328.0069476100002
"(120, {1: 49, 2: 53, 3: 62, 4: 49, 5: 23})",5,23,54.40644245,1389.11331787
"(71, {1: 36, 2: 42, 3: 49, 4: 58, 5: 34})",1,36,75.8473443,1404.3154903900002
"(1, {1: 39, 2: 43, 3: 52, 4: 39, 5: 33})",2,43,53.97543253,1288.1689055600002
"(76, {1: 38, 2: 44, 3: 45, 4: 60, 5: 36})",3,45,53.27408283,1313.10112725
"(43, {1: 40, 2: 44, 3: 53, 4: 40, 5: 28})",4,40,37.28002017,1365.2869677800002
"(18, {1: 51, 2: 55, 3: 64, 4: 51, 5: 23})",5,23,57.77286486,1446.88618273
"(105, {1: 40, 2: 44, 3: 53, 4: 40, 5: 28})",1,40,32.63123071,1436.9467211
"(123, {1: 40, 2: 44, 3: 53, 4: 40, 5: 28})",2,44,29.43663895,1317.6055445100003
"(17, {1: 40, 2: 46, 3: 45, 4: 62, 5: 38})",3,45,27.78076375,1340.881891
"(129, {1: 40, 2: 44, 3: 53, 4: 40, 5: 28})",4,40,44.9319234,1410.2188911800001
"(37, {1: 55, 2: 59, 3: 68, 4: 55, 5: 23})",5,23,38.71047582,1485.59665855
"(142, {1: 40, 2: 44, 3: 53, 4: 40, 5: 28})",1,40,66.97873982,1503.9254609200002
"(78, {1: 41, 2: 45, 3: 54, 4: 41, 5: 27})",2,45,56.14106998,1373.7466144900004
"(82, {1: 41, 2: 45, 3: 54, 4: 41, 5: 27})",3,54,67.70113184,1408.58302284
"(89, {1: 41, 2: 45, 3: 54, 4: 41, 5: 27})",4,41,64.25056806,1474.46945924
"(15, {1: 42, 2: 46, 3: 55, 4: 42, 5: 26})",2,46,53.84443114,1427.5910456300005
"(64, {1: 42, 2: 46, 3: 55, 4: 56, 5: 32})",3,55,48.15325636,1456.7362792
total distance: 3354,costs grid:30186,costs batteries:25000,total costs:55186,
